surface,n_bhk,sa1,pool,sa9,sa7,sa2,sa5,price
-1.0899166100494777,1.0,0,2,0,0,1,0,39.0
-0.33161662287089544,2.0,0,2,0,0,1,0,65.0
-0.022380812496650904,3.0,0,2,0,0,1,0,74.0
0.3245010965318495,3.0,0,2,0,0,1,0,89.0
-0.41497584131960485,2.0,0,2,0,0,0,0,74.0
0.2088737935223494,3.0,0,2,0,0,0,0,95.0
-0.007591273739621815,2.0,0,2,0,0,0,0,75.0
0.7453306993454953,3.0,0,2,0,0,0,0,100.0
0.020643300251070078,2.0,0,2,0,0,0,0,65.0
0.6122248505322336,3.0,0,2,0,0,0,0,88.0
2.007819507786433,4.0,0,2,0,0,0,0,135.0
3.5566875667043885,5.0,0,2,0,0,0,0,188.0
3.5566875667043885,6.0,0,2,0,0,0,0,188.0
-0.38674126732891295,2.0,1,2,0,0,0,0,58.0
0.413238329074024,3.0,1,2,0,0,0,0,95.0
-1.2754580962740245,1.0,0,2,0,0,0,0,40.0
-0.6247183909647447,2.0,0,2,0,0,0,0,58.0
-0.050615386487342796,3.0,0,2,0,0,0,0,78.0
-1.1705868214514545,1.0,0,2,0,0,0,0,36.0
-0.6220293839180121,2.0,0,2,0,0,0,0,48.0
-0.39615279199247694,2.0,0,2,0,0,0,0,57.0
0.3567691810926403,3.0,0,2,0,0,0,0,79.0
-1.2136109341991757,1.0,0,0,0,1,0,0,37.0
-0.2724584678427791,2.0,0,0,0,1,0,0,57.0
-0.14876414369308127,2.0,0,0,0,1,0,0,59.0
-0.08691698161823237,2.0,0,0,0,1,0,0,61.0
0.012576279110872396,2.0,0,0,0,1,0,0,63.0
0.6902060548874779,2.0,0,0,0,1,0,0,79.0
-0.06809393229110444,3.0,0,0,0,1,0,0,61.0
0.09862450460631436,3.0,0,0,0,1,0,0,65.0
0.5127315898031288,3.0,0,0,0,1,0,0,73.0
0.5692007377845126,3.0,0,0,0,1,0,0,76.0
0.7144071183080709,3.0,0,0,0,1,0,0,80.0
1.4027929222716067,3.0,0,0,0,1,0,0,96.0
1.5802673873559556,3.0,0,0,0,1,0,0,100.0
-0.5736272570768259,2.0,0,2,0,0,0,0,70.0
0.2492088992233378,3.0,0,2,0,0,0,0,90.0
-0.04120386182377883,2.0,0,2,0,0,0,0,97.0
0.5530666955041172,3.0,0,2,0,0,0,0,120.0
-0.9527772506661172,1.0,0,2,0,0,0,0,42.0
0.17660570896155864,2.0,0,2,0,0,0,0,57.0
-1.5524258220874783,1.0,0,2,0,0,0,0,14.0
-1.1410077439373965,2.0,0,2,0,0,0,0,22.0
-0.8505949828902798,3.0,0,2,0,0,0,0,26.0
-0.2885925101231745,2.0,0,2,0,0,0,0,80.0
-0.20792229872119763,2.0,0,2,0,0,0,0,83.0
0.24651989217660525,3.0,0,2,0,0,0,0,101.0
0.2841659908308611,3.0,0,2,0,0,0,0,103.0
0.7654982521959895,3.0,0,2,0,0,0,0,128.0
1.8330340497488165,5.0,0,2,0,0,0,0,163.0
-1.0926056170962104,1.0,0,0,0,0,0,0,39.0
-0.6408524332451401,2.0,0,0,0,0,0,0,51.0
-0.44455491883366305,2.0,0,0,0,0,0,0,60.0
-0.2375013762352558,3.0,0,0,0,0,0,0,66.0
-1.1759648355449197,1.0,0,2,0,0,0,0,45.5
-0.43917690474019794,2.0,0,2,0,0,0,0,72.5
-0.38808577085227924,2.0,0,2,0,0,0,0,73.5
-0.5978283204974191,2.0,0,0,0,0,0,0,62.0
0.052911384811860813,3.0,0,0,0,0,0,0,84.0
-0.6112733557310819,2.0,0,2,0,0,0,0,54.14
-0.42304286245980255,2.0,0,2,0,0,0,0,58.32
-0.13531910845941847,2.5,0,2,0,0,0,0,69.38
0.10400251869977949,2.5,0,2,0,0,0,0,75.03
0.2492088992233378,3.0,0,2,0,0,0,0,79.02
0.3621471951861054,3.0,0,2,0,0,0,0,82.1
2.1530258883099913,3.0,0,2,0,0,0,0,249.0
3.683070897900819,4.0,0,2,0,0,0,0,460.0
-0.6112733557310819,2.0,0,2,0,0,0,0,45.75
-0.46337796816079097,2.0,0,2,0,0,0,0,49.34
-0.4472439258803956,2.0,0,2,0,0,0,0,49.74
-0.4122868342728723,2.0,0,2,0,0,0,0,50.56
-1.2136109341991757,1.0,0,2,0,0,0,0,36.0
-0.6112733557310819,2.0,0,2,0,0,0,0,55.0
-0.2832144960297094,2.5,0,2,0,0,0,0,65.5
0.7601202381025245,2.0,0,2,0,0,0,0,68.0
-0.10036201685189518,2.0,0,2,0,0,0,0,65.0
0.24383088512987267,3.0,0,2,0,0,0,0,92.0
0.5261766250367916,3.0,0,2,0,0,0,0,92.0
-1.18672086373185,1.0,0,0,0,0,0,1,33.5
-0.6811875389461285,2.0,0,0,0,0,0,1,47.3
-0.3020375453568373,2.5,0,0,0,0,0,1,55.22
0.4374393924946171,3.0,0,2,0,0,0,0,136.0
-0.6274073980114772,2.0,0,0,0,0,0,0,47.59
-0.6112733557310819,2.0,0,0,0,0,0,0,47.7
-0.6032063345908841,2.0,0,0,0,0,0,0,47.8
-0.5790052711702911,2.0,0,0,0,0,0,0,47.91
-0.5359811584225701,2.0,0,0,0,0,0,0,48.02
0.9187716538597456,3.0,0,2,1,0,0,0,161.0
1.1231361894114202,3.0,0,2,1,0,0,0,170.0
1.3194337038228972,3.0,0,2,1,0,0,0,178.0
1.5211092323278392,3.0,0,2,1,0,0,0,187.0
2.080422698048212,3.5,0,2,1,0,0,0,211.0
2.123446810795933,3.5,0,2,1,0,0,0,213.0
-0.8667290251706752,1.0,0,2,0,0,0,0,65.0
-0.39346378494574435,2.0,0,2,0,0,0,0,84.0
-0.36657371447841874,2.0,0,2,0,0,0,0,85.0
-0.07078293933783701,2.0,0,2,0,0,0,0,96.0
0.7224741394482685,3.0,0,2,0,0,0,0,129.0
0.8300344213175711,3.0,0,2,0,0,0,0,133.0
1.0075088864019202,3.0,0,2,0,0,0,0,139.0
1.0263319357290481,3.0,0,2,0,0,0,0,140.0
-0.6758095248526633,2.0,0,0,0,0,0,0,43.2
-0.48489002453465146,2.0,0,0,0,0,0,0,47.4
-1.2405010046665013,1.0,0,0,0,0,0,1,30.58
-0.7000105882732564,2.0,0,0,0,0,0,1,43.49
-0.6865655530395935,2.0,0,0,0,0,0,1,43.83
-0.6516084614320703,2.0,0,0,0,0,0,1,44.44
-0.6166513698245469,2.0,0,0,0,0,0,1,45.52
-0.23481236918852325,3.0,0,0,0,0,0,1,54.0
-0.43648789769346535,2.0,0,0,0,0,0,0,111.0
-0.3074155594503024,2.0,0,0,0,0,0,0,118.0
-0.24825740442218605,2.0,0,0,0,0,0,0,121.0
0.47508549114887294,3.0,0,0,0,0,0,0,162.0
0.5745787518779777,3.0,0,0,0,0,0,0,167.0
-0.9742893070399776,1.0,0,0,1,0,0,0,36.0
-0.46337796816079097,2.0,0,0,1,0,0,0,52.0
-0.23481236918852325,2.0,0,0,0,0,0,0,79.0
0.13358159621383767,3.0,0,0,0,0,0,0,97.0
-0.5386701654693027,2.0,0,2,0,0,0,0,68.06
-0.5010240668150469,2.0,0,2,0,0,0,0,68.41
-0.2832144960297094,2.0,0,2,0,0,0,0,78.0
0.2223188287560122,3.0,0,2,0,0,0,0,98.87
1.351701788383688,4.0,0,2,0,0,0,0,140.0
2.352012409768201,5.0,0,2,0,0,0,0,177.0
-0.44455491883366305,2.0,0,0,0,0,0,0,68.8
-0.39346378494574435,2.0,0,0,0,0,0,0,68.8
2.056221634627619,5.0,0,0,0,0,0,0,130.0
-0.5171581090954422,2.0,0,0,0,0,0,0,48.0
-0.4606889611140584,2.0,0,0,0,0,0,0,51.0
-0.2375013762352558,2.0,0,0,0,0,0,0,56.0
-0.43917690474019794,2.0,0,2,0,0,0,0,95.0
-0.2805254889829768,2.0,0,2,0,0,0,0,110.0
0.01795429320433752,2.0,0,2,0,0,0,0,118.0
0.6902060548874779,3.0,0,2,0,0,0,0,146.0
0.7278521535417337,3.0,0,2,0,0,0,0,147.0
0.7843213015231175,3.0,0,2,0,0,0,0,149.0
-1.124873701657001,1.0,0,2,0,0,0,0,38.68
-0.5494261936562329,2.0,0,2,0,0,0,0,58.0
-0.46337796816079097,2.0,0,2,0,0,0,0,60.72
-0.24019038328198838,2.0,0,2,0,0,0,0,81.49
0.5073535757096637,3.0,0,2,0,0,0,0,108.0
-0.3020375453568373,2.0,0,2,0,0,0,0,74.5
-0.14338612959961616,2.0,0,2,0,0,0,0,80.59
-0.06540492524437189,2.0,0,2,0,0,0,0,83.0
-0.7833698067219658,2.0,0,2,0,0,0,0,47.25
-0.769924771488303,2.0,0,2,0,0,0,0,47.5
-0.7295896657873145,2.0,0,2,0,0,0,0,48.43
-0.5548042077496981,2.0,0,2,0,0,0,0,55.26
-0.16758719302020922,3.0,0,2,0,0,0,0,66.0
-0.11649605913229055,3.0,0,2,0,0,0,0,67.0
-0.7295896657873145,2.0,0,0,0,0,0,0,45.7
-0.4902680386281166,2.0,0,0,0,0,0,0,45.5
-0.5507706971795993,2.0,0,0,0,0,0,0,59.0
0.19005074419522144,3.0,0,0,0,0,0,0,87.0
0.26534294150373317,3.0,0,0,0,0,0,0,89.0
0.3782812374665007,3.0,0,0,0,0,0,0,92.0
-1.0979836311896753,1.0,0,2,0,0,0,0,43.8
-0.8048818630958262,2.0,0,2,0,0,0,0,55.3
-0.7564797362546402,2.0,0,2,0,0,0,0,56.5
-0.5521152007029655,2.0,0,2,0,0,0,0,62.3
-0.08153896752476725,3.0,0,2,0,0,0,0,79.3
0.028710321391267765,3.0,0,2,0,0,0,0,82.5
1.9540393668517817,3.0,0,2,0,0,0,0,159.0
3.080733319432725,4.0,0,2,0,0,0,0,215.0
-0.45799995406732585,2.0,0,2,0,0,0,1,45.74
0.06904542709225618,3.0,0,2,0,0,0,1,58.95
-0.44589942235702934,2.0,0,2,0,0,0,0,59.0
0.47374098762550665,3.0,0,2,0,0,0,0,109.0
-1.315793201975013,2.0,0,0,0,1,0,0,39.99
-0.9447102295259194,2.0,0,0,0,1,0,0,53.99
-0.7215226446471169,2.0,0,0,0,1,0,0,59.99
-1.3964634133769898,1.0,0,0,0,0,0,0,33.0
-1.0845385959560125,1.0,0,0,0,0,0,0,47.0
-0.3154825805905001,2.0,0,0,0,0,0,0,70.0
-0.1272520873192208,2.0,0,0,0,0,0,0,73.0
0.007198265017407272,2.0,0,0,0,0,0,0,78.0
0.08786847641938411,2.0,0,0,0,0,0,0,83.0
1.0088533899252863,3.0,1,2,0,0,0,0,175.0
2.2659641842727587,3.5,1,2,0,0,0,0,250.0
4.16709216631268,4.5,1,2,0,0,0,0,420.0
-1.3238602231152106,1.0,0,1,0,0,1,0,39.49
-1.315793201975013,1.0,0,1,0,0,1,0,39.49
-1.3588173147227338,1.0,0,1,0,0,1,0,39.49
-0.6193403768712795,2.0,0,1,0,0,1,0,64.99
-0.6892545600863261,2.0,0,1,0,0,1,0,64.99
-0.6247183909647447,2.0,0,1,0,0,1,0,64.99
-1.6599861039567807,1.0,0,2,0,0,0,0,13.19
-1.3776403640498618,2.0,0,0,0,0,0,0,17.29
-0.44993293292712816,2.0,1,2,0,0,0,0,87.0
0.6391149209995592,3.0,1,2,0,0,0,0,129.0
1.2172514360470599,3.0,1,2,0,0,0,0,160.0
1.8895031977302001,4.0,1,2,0,0,0,0,230.0
-0.291281517169907,2.0,1,2,0,0,0,0,95.0
0.5638227236910475,3.0,1,2,0,0,0,0,135.0
-0.32623860877743033,2.0,1,2,0,0,0,0,90.68
